n_components,n_neighbors,min_dist,min_cluster_size,min_samples,top_n_words,coherence_score,cohenrece_score_umass,n_topics
5,15,0.01,5,5,10,0.4248406607732088,-15.186912434696508,9
13,5,0.01,5,5,10,0.4248033244527414,-15.61211083517432,9
16,25,0.025,5,5,10,0.424761048770809,-15.784206898954936,8
18,15,0.025,5,5,10,0.42472269526602086,-14.90785832886054,7
18,5,0.0,5,5,10,0.4245136658728758,-15.978836154110919,9
5,25,0.0,5,5,10,0.42427917943308646,-15.666041315372581,9
9,5,0.0,5,5,10,0.42425836062521327,-16.398936515275903,11
15,20,0.05,5,5,10,0.42396223154010515,-15.907404247983909,8
8,15,0.01,5,5,5,0.4237235844830068,-13.085807433396846,7
2,15,0.0,5,5,5,0.4236392538921724,-12.617473418911114,9
9,10,0.05,5,5,10,0.42362517356838136,-15.478763732282669,6
14,20,0.05,5,5,10,0.4229784429532321,-15.72606906785411,7
4,25,0.01,5,5,5,0.4229444973155644,-11.94417951140817,6
15,15,0.0,5,5,10,0.42257792610307093,-16.230409435497386,6
14,5,0.05,5,5,10,0.42243714406735855,-16.15048860860851,10
19,25,0.0,5,5,5,0.42235746070321467,-13.288843415503138,6
16,25,0.025,5,5,5,0.4223393506692982,-11.252267897306025,8
8,15,0.025,5,5,10,0.42232934528802907,-16.51802786385075,7
19,5,0.01,5,5,5,0.4221913829541907,-13.45610115445908,10
2,5,0.025,5,5,5,0.4221849323818025,-10.278720018426336,10
4,15,0.05,5,5,10,0.42213608579521283,-15.859773107202173,7
8,15,0.01,5,5,10,0.4219955559912714,-15.582386106845652,7
10,5,0.01,5,5,10,0.4217512388689084,-16.115501494887226,10
16,10,0.01,5,5,10,0.42162318551550565,-16.383955944431037,6
7,5,0.05,5,5,10,0.42149486107100953,-15.506034843447651,11
7,20,0.025,5,5,10,0.42131128600777157,-16.009945717329966,8
17,15,0.01,5,5,10,0.42123846747874333,-15.60335380983455,7
